#C = Cell, L = Link, N = Neighbor, M = Midpoint||||||||||||
#Cell_Index||Link_Index|Cell_Zpos|CellXpos|Neighbor_Index|Neighbor_Zpos|Neighbor_Xpos|Midpoint_Zpos|Midpoint_Xpos|CellNeighbor_Distance|Cell_Distance|Neighbor_Distance
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1503|1503|1503-4|-10086|-22301|4|-14791|-12627|-12438.5|-17464|10757.476516358|5378.7382581791|5378.7382581791
1503|1503|1503-30|-10086|-22301|30|-10034|-21560|-10060|-21930.5|742.82232061241|371.4111603062|371.4111603062
1503|1503|1503-205|-10086|-22301|205|-11385|-23069|-10735.5|-22685|1509.0477129634|754.52385648169|754.52385648169
1503|1503|1503-226|-10086|-22301|226|-9582|-22239|-9834|-22270|507.79917290204|253.89958645102|253.89958645102
1503|1503|1503-1605|-10086|-22301|1605|-10139|-22941|-10112.5|-22621|642.19078162179|321.09539081089|321.09539081089
1503|1503|1503-1665|-10086|-22301|1665|-10613|-22104|-10349.5|-22202.5|562.61709892253|281.30854946126|281.30854946126
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1504|1504|1504-6|-678|17744|6|-7163|23056|-3920.5|20400|8382.8735526668|4191.4367763334|4191.4367763334
1504|1504|1504-10|-678|17744|10|1374|10662|348|14203|7373.2915309243|3686.6457654621|3686.6457654621
1504|1504|1504-25|-678|17744|25|-3588|19548|-2133|18646|3423.815999729|1711.9079998645|1711.9079998645
1504|1504|1504-48|-678|17744|48|1573|17143|447.5|17443.5|2329.8502097774|1164.9251048887|1164.9251048887
1504|1504|1504-126|-678|17744|126|2130|19296|726|18520|3208.3590821478|1604.1795410739|1604.1795410739
1504|1504|1504-133|-678|17744|133|-839|16070|-758.5|16907|1681.7244126194|840.86220630969|840.86220630969
1504|1504|1504-1454|-678|17744|1454|-708|17774|-693|17759|42.426406871193|21.213203435596|21.213203435596
1504|1504|1504-1916|-678|17744|1916|-11|18154|-344.5|17949|782.93614043548|391.46807021774|391.46807021774
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1505|1505|1505-4|-18275|-7679|4|-14791|-12627|-16533|-10153|6051.5254275265|3025.7627137633|3025.7627137633
1505|1505|1505-8|-18275|-7679|8|-23412|-1340|-20843.5|-4509.5|8159.1476270503|4079.5738135251|4079.5738135251
1505|1505|1505-9|-18275|-7679|9|-14166|2973|-16220.5|-2353|11417.047998498|5708.5239992488|5708.5239992488
1505|1505|1505-53|-18275|-7679|53|-13054|-10148|-15664.5|-8913.5|5775.3616336988|2887.6808168494|2887.6808168494
1505|1505|1505-114|-18275|-7679|114|-13784|-5073|-16029.5|-6376|5192.3325201686|2596.1662600843|2596.1662600843
1505|1505|1505-116|-18275|-7679|116|-18962|-10258|-18618.5|-8968.5|2668.9342442256|1334.4671221128|1334.4671221128
1505|1505|1505-136|-18275|-7679|136|-19704|-7542|-18989.5|-7610.5|1435.5521585787|717.77607928936|717.77607928936
1505|1505|1505-166|-18275|-7679|166|-15475|-3383|-16875|-5531|5127.9251164579|2563.962558229|2563.962558229
1505|1505|1505-213|-18275|-7679|213|-18260|-1886|-18267.5|-4782.5|5793.0194199571|2896.5097099785|2896.5097099785
1505|1505|1505-1158|-18275|-7679|1158|-18823|-8477|-18549|-8078|968.0433874574|484.0216937287|484.0216937287
1505|1505|1505-1267|-18275|-7679|1267|-18793|-6857|-18534|-7268|971.60074104542|485.80037052271|485.80037052271
1505|1505|1505-1352|-18275|-7679|1352|-17543|-7336|-17909|-7507.5|808.37676859247|404.18838429623|404.18838429623
1505|1505|1505-1736|-18275|-7679|1736|-17831|-8491|-18053|-8085|925.46204676367|462.73102338183|462.73102338183
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1506|1506|1506-5|21386|-6251|5|14269|279|17827.5|-2986|9658.8088810163|4829.4044405082|4829.4044405082
1506|1506|1506-13|21386|-6251|13|8938|-12375|15162|-9313|13872.854068287|6936.4270341437|6936.4270341437
1506|1506|1506-181|21386|-6251|181|20363|-4420|20874.5|-5335.5|2097.4007723847|1048.7003861924|1048.7003861924
1506|1506|1506-203|21386|-6251|203|21278|-8965|21332|-7608|2716.1480077492|1358.0740038746|1358.0740038746
1506|1506|1506-1005|21386|-6251|1005|21560|-6282|21473|-6266.5|176.73992191919|88.369960959593|88.369960959593
1506|1506|1506-1282|21386|-6251|1282|21010|-6438|21198|-6344.5|419.934518705|209.9672593525|209.9672593525
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1507|1507|1507-2|104|-21430|2|1905|-9319|1004.5|-15374.5|12244.179106825|6122.0895534123|6122.0895534123
1507|1507|1507-4|104|-21430|4|-14791|-12627|-7343.5|-17028.5|17301.844814932|8650.9224074662|8650.9224074662
1507|1507|1507-13|104|-21430|13|8938|-12375|4521|-16902.5|12650.398452223|6325.1992261114|6325.1992261114
1507|1507|1507-44|104|-21430|44|-2840|-21328|-1368|-21379|2945.7664537434|1472.8832268717|1472.8832268717
1507|1507|1507-67|104|-21430|67|1642|-22332|873|-21881|1782.9885024868|891.49425124338|891.49425124338
1507|1507|1507-75|104|-21430|75|-75|-19226|14.5|-20328|2211.2568824087|1105.6284412044|1105.6284412044
1507|1507|1507-545|104|-21430|545|408|-21249|256|-21339.5|353.8036178447|176.90180892235|176.90180892235
1507|1507|1507-1261|104|-21430|1261|-400|-21516|-148|-21473|511.28465652707|255.64232826353|255.64232826353
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1508|1508|1508-5|18289|8590|5|14269|279|16279|4434.5|9232.1785619647|4616.0892809823|4616.0892809823
1508|1508|1508-12|18289|8590|12|7017|8662|12653|8626|11272.229947974|5636.114973987|5636.114973987
1508|1508|1508-68|18289|8590|68|16809|6837|17549|7713.5|2294.2120651762|1147.1060325881|1147.1060325881
1508|1508|1508-73|18289|8590|73|18186|9411|18237.5|9000.5|827.43579811367|413.71789905683|413.71789905683
1508|1508|1508-169|18289|8590|169|17564|6240|17926.5|7415|2459.2935977634|1229.6467988817|1229.6467988817
1508|1508|1508-356|18289|8590|356|17927|8842|18108|8716|441.07595717745|220.53797858872|220.53797858872
1508|1508|1508-1214|18289|8590|1214|18273|7414|18281|8002|1176.1088385009|588.05441925046|588.05441925046
1508|1508|1508-1273|18289|8590|1273|19402|9534|18845.5|9062|1459.419405106|729.70970255301|729.70970255301
1508|1508|1508-1499|18289|8590|1499|19409|7901|18849|8245.5|1314.9604556792|657.48022783959|657.48022783959
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1509|1509|1509-2|-13787|-5664|2|1905|-9319|-5941|-7491.5|16112.041739022|8056.0208695112|8056.0208695112
1509|1509|1509-4|-13787|-5664|4|-14791|-12627|-14289|-9145.5|7035.0113717037|3517.5056858518|3517.5056858518
1509|1509|1509-8|-13787|-5664|8|-23412|-1340|-18599.5|-3502|10551.663423366|5275.831711683|5275.831711683
1509|1509|1509-9|-13787|-5664|9|-14166|2973|-13976.5|-1345.5|8645.3114460961|4322.655723048|4322.655723048
1509|1509|1509-53|-13787|-5664|53|-13054|-10148|-13420.5|-7906|4543.5168096971|2271.7584048485|2271.7584048485
1509|1509|1509-114|-13787|-5664|114|-13784|-5073|-13785.5|-5368.5|591.00761416415|295.50380708207|295.50380708207
1509|1509|1509-136|-13787|-5664|136|-19704|-7542|-16745.5|-6603|6207.879911854|3103.939955927|3103.939955927
1509|1509|1509-359|-13787|-5664|359|-12657|-5771|-13222|-5717.5|1135.0546242362|567.5273121181|567.5273121181
1509|1509|1509-508|-13787|-5664|508|-14110|-5008|-13948.5|-5336|731.20790477128|365.60395238564|365.60395238564
1509|1509|1509-1218|-13787|-5664|1218|-14509|-7092|-14148|-6378|1600.1462433165|800.07312165826|800.07312165826
1509|1509|1509-1825|-13787|-5664|1825|-13057|-4824|-13422|-5244|1112.8791488747|556.43957443733|556.43957443733
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1510|1510|1510-4|-17458|-23624|4|-14791|-12627|-16124.5|-18125.5|11315.780927537|5657.8904637683|5657.8904637683
1510|1510|1510-70|-17458|-23624|70|-12104|-22345|-14781|-22984.5|5504.6486718046|2752.3243359023|2752.3243359023
1510|1510|1510-187|-17458|-23624|187|-17025|-21142|-17241.5|-22383|2519.4866540627|1259.7433270313|1259.7433270313
1510|1510|1510-1907|-17458|-23624|1907|-16390|-23249|-16924|-23436.5|1131.922700541|565.96135027049|565.96135027049
1510|1510|1510-2178|-17458|-23624|2178|-17579|-23513|-17518.5|-23568.5|164.20109622046|82.100548110229|82.100548110229
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1511|1511|1511-4|-19061|-2488|4|-14791|-12627|-16926|-7557.5|11001.464493421|5500.7322467104|5500.7322467104
1511|1511|1511-8|-19061|-2488|8|-23412|-1340|-21236.5|-1914|4499.9005544567|2249.9502772284|2249.9502772284
1511|1511|1511-9|-19061|-2488|9|-14166|2973|-16613.5|242.5|7333.7266106666|3666.8633053333|3666.8633053333
1511|1511|1511-136|-19061|-2488|136|-19704|-7542|-19382.5|-5015|5094.738953077|2547.3694765385|2547.3694765385
1511|1511|1511-192|-19061|-2488|192|-23473|-2373|-21267|-2430.5|4413.4984989235|2206.7492494618|2206.7492494618
1511|1511|1511-213|-19061|-2488|213|-18260|-1886|-18660.5|-2187|1002.0004990019|501.00024950094|501.00024950094
1511|1511|1511-289|-19061|-2488|289|-18441|-2005|-18751|-2246.5|785.93193089478|392.96596544739|392.96596544739
1511|1511|1511-350|-19061|-2488|350|-19765|-3235|-19413|-2861.5|1026.4623714487|513.23118572433|513.23118572433
1511|1511|1511-1950|-19061|-2488|1950|-20371|-1436|-19716|-1962|1680.1202337928|840.0601168964|840.0601168964
1511|1511|1511-2357|-19061|-2488|2357|-18813|-3889|-18937|-3188.5|1422.7807280112|711.39036400559|711.39036400559
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1512|1512|1512-5|16513|-8121|5|14269|279|15391|-3921|8694.569339536|4347.284669768|4347.284669768
1512|1512|1512-13|16513|-8121|13|8938|-12375|12725.5|-10248|8687.7581112736|4343.8790556368|4343.8790556368
1512|1512|1512-35|16513|-8121|35|19273|-9331|17893|-8726|3013.5859038693|1506.7929519347|1506.7929519347
1512|1512|1512-135|16513|-8121|135|17532|-12036|17022.5|-10078.5|4045.4401491062|2022.7200745531|2022.7200745531
1512|1512|1512-141|16513|-8121|141|13530|-6280|15021.5|-7200.5|3505.3630339809|1752.6815169905|1752.6815169905
1512|1512|1512-181|16513|-8121|181|20363|-4420|18438|-6270.5|5340.4027001716|2670.2013500858|2670.2013500858
1512|1512|1512-195|16513|-8121|195|11078|-13445|13795.5|-10783|7608.16673056|3804.08336528|3804.08336528
1512|1512|1512-659|16513|-8121|659|16144|-8365|16328.5|-8243|442.37653644831|221.18826822415|221.18826822415
1512|1512|1512-1234|16513|-8121|1234|16684|-7250|16598.5|-7685.5|887.62717398692|443.81358699346|443.81358699346
1512|1512|1512-1460|16513|-8121|1460|16460|-7215|16486.5|-7668|907.54889675433|453.77444837716|453.77444837716
1512|1512|1512-2273|16513|-8121|2273|16858|-8857|16685.5|-8489|812.84746416533|406.42373208266|406.42373208266
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1513|1513|1513-6|-20543|8225|6|-7163|23056|-13853|15640.5|19974.557842415|9987.2789212077|9987.2789212077
1513|1513|1513-8|-20543|8225|8|-23412|-1340|-21977.5|3442.5|9986.0095133141|4993.0047566571|4993.0047566571
1513|1513|1513-9|-20543|8225|9|-14166|2973|-17354.5|5599|8261.3336090488|4130.6668045244|4130.6668045244
1513|1513|1513-11|-20543|8225|11|-23264|23797|-21903.5|16011|15807.941833142|7903.970916571|7903.970916571
1513|1513|1513-63|-20543|8225|63|-14865|8835|-17704|8530|5710.6728150017|2855.3364075009|2855.3364075009
1513|1513|1513-72|-20543|8225|72|-20860|7089|-20701.5|7657|1179.4002713244|589.70013566219|589.70013566219
1513|1513|1513-160|-20543|8225|160|-21665|8077|-21104|8151|1131.7190464068|565.85952320342|565.85952320342
1513|1513|1513-204|-20543|8225|204|-17805|11642|-19174|9933.5|4378.6451100769|2189.3225550384|2189.3225550384
1513|1513|1513-404|-20543|8225|404|-20858|8711|-20700.5|8468|579.15541955506|289.57770977753|289.57770977753
1513|1513|1513-977|-20543|8225|977|-19956|8333|-20249.5|8279|596.85257811289|298.42628905644|298.42628905644
1513|1513|1513-1326|-20543|8225|1326|-20599|8078|-20571|8151.5|157.30543537971|78.652717689855|78.652717689855
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1514|1514|1514-5|21688|18688|5|14269|279|17978.5|9483.5|19847.741483605|9923.8707418023|9923.8707418023
1514|1514|1514-12|21688|18688|12|7017|8662|14352.5|13675|17769.606551638|8884.8032758188|8884.8032758188
1514|1514|1514-21|21688|18688|21|19989|23365|20838.5|21026.5|4976.0355706124|2488.0177853062|2488.0177853062
1514|1514|1514-80|21688|18688|80|19440|18474|20564|18581|2258.1629702039|1129.0814851019|1129.0814851019
1514|1514|1514-92|21688|18688|92|19947|15031|20817.5|16859.5|4050.2752992852|2025.1376496426|2025.1376496426
1514|1514|1514-499|21688|18688|499|21698|18459|21693|18573.5|229.21823662178|114.60911831089|114.60911831089
1514|1514|1514-2204|21688|18688|2204|22266|19014|21977|18851|663.5962627984|331.7981313992|331.7981313992
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1515|1515|1515-1|7905|-3829|1|-3421|6409|2242|1290|15267.446413857|7633.7232069286|7633.7232069286
1515|1515|1515-2|7905|-3829|2|1905|-9319|4905|-6574|8132.656392594|4066.328196297|4066.328196297
1515|1515|1515-5|7905|-3829|5|14269|279|11087|-1775|7574.7052747945|3787.3526373973|3787.3526373973
1515|1515|1515-12|7905|-3829|12|7017|8662|7461|2416.5|12522.524705506|6261.2623527528|6261.2623527528
1515|1515|1515-13|7905|-3829|13|8938|-12375|8421.5|-8102|8608.2056783049|4304.1028391524|4304.1028391524
1515|1515|1515-134|7905|-3829|134|7174|-2969|7539.5|-3399|1128.698808363|564.34940418149|564.34940418149
1515|1515|1515-183|7905|-3829|183|9685|-2789|8795|-3309|2061.5528128088|1030.7764064044|1030.7764064044
1515|1515|1515-198|7905|-3829|198|7509|-5726|7707|-4777.5|1937.8918958497|968.94594792486|968.94594792486
1515|1515|1515-423|7905|-3829|423|8263|-4516|8084|-4172.5|774.68251561527|387.34125780763|387.34125780763
1515|1515|1515-617|7905|-3829|617|8696|-3705|8300.5|-3767|800.66035245914|400.33017622957|400.33017622957
1515|1515|1515-1291|7905|-3829|1291|7129|-4677|7517|-4253|1149.46944283|574.73472141502|574.73472141502
1515|1515|1515-1438|7905|-3829|1438|7247|-3072|7576|-3450.5|1003.001994016|501.50099700798|501.50099700798
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1516|1516|1516-2|-10612|2212|2|1905|-9319|-4353.5|-3553.5|17018.791085151|8509.3955425753|8509.3955425753
1516|1516|1516-3|-10612|2212|3|-7744|5208|-9178|3710|4147.461874448|2073.730937224|2073.730937224
1516|1516|1516-4|-10612|2212|4|-14791|-12627|-12701.5|-5207.5|15416.223986437|7708.1119932186|7708.1119932186
1516|1516|1516-7|-10612|2212|7|-9453|6428|-10032.5|4320|4372.4063168923|2186.2031584462|2186.2031584462
1516|1516|1516-9|-10612|2212|9|-14166|2973|-12389|2592.5|3634.5614591034|1817.2807295517|1817.2807295517
1516|1516|1516-50|-10612|2212|50|-12402|3313|-11507|2762.5|2101.4997025934|1050.7498512967|1050.7498512967
1516|1516|1516-93|-10612|2212|93|-7142|2139|-8877|2175.5|3470.7677824942|1735.3838912471|1735.3838912471
1516|1516|1516-105|-10612|2212|105|-13226|634|-11919|1423|3053.3719065977|1526.6859532988|1526.6859532988
1516|1516|1516-144|-10612|2212|144|-11235|-1141|-10923.5|535.5|3410.3867815836|1705.1933907918|1705.1933907918
1516|1516|1516-386|-10612|2212|386|-12237|1030|-11424.5|1621|2009.4150890247|1004.7075445123|1004.7075445123
1516|1516|1516-428|-10612|2212|428|-10083|1438|-10347.5|1825|937.5057333158|468.7528666579|468.7528666579
1516|1516|1516-930|-10612|2212|930|-9699|3123|-10155.5|2667.5|1289.7635442204|644.88177211021|644.88177211021
1516|1516|1516-1371|-10612|2212|1371|-12539|2102|-11575.5|2157|1930.1370417667|965.06852088336|965.06852088336
1516|1516|1516-1771|-10612|2212|1771|-11215|4137|-10913.5|3174.5|2017.2342451981|1008.6171225991|1008.6171225991
1516|1516|1516-2174|-10612|2212|2174|-11929|3522|-11270.5|2867|1857.5761088042|928.78805440208|928.78805440208
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1517|1517|1517-2|6995|7744|2|1905|-9319|4450|-787.5|17806.012158819|8903.0060794094|8903.0060794094
1517|1517|1517-5|6995|7744|5|14269|279|10632|4011.5|10422.92190319|5211.4609515951|5211.4609515951
1517|1517|1517-12|6995|7744|12|7017|8662|7006|8203|918.26357871801|459.131789359|459.131789359
1517|1517|1517-33|6995|7744|33|6432|7227|6713.5|7485.5|764.36771255725|382.18385627862|382.18385627862
1517|1517|1517-40|6995|7744|40|7863|6618|7429|7181|1421.7243052013|710.86215260063|710.86215260063
1517|1517|1517-41|6995|7744|41|6416|8545|6705.5|8144.5|988.35317574236|494.17658787118|494.17658787118
1517|1517|1517-66|6995|7744|66|10567|8753|8781|8248.5|3711.7738347049|1855.8869173525|1855.8869173525
1517|1517|1517-1266|6995|7744|1266|6152|8041|6573.5|7892.5|893.78856560151|446.89428280075|446.89428280075
1517|1517|1517-2017|6995|7744|2017|7271|7595|7133|7669.5|313.65108002365|156.82554001182|156.82554001182
1517|1517|1517-2323|6995|7744|2323|6145|7359|6570|7551.5|933.12646516965|466.56323258482|466.56323258482
1517|1517|1517-2362|6995|7744|2362|6958|8809|6976.5|8276.5|1065.6425291813|532.82126459067|532.82126459067
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1518|1518|1518-1|68|-9612|1|-3421|6409|-1676.5|-1601.5|16396.510665382|8198.2553326912|8198.2553326912
1518|1518|1518-2|68|-9612|2|1905|-9319|986.5|-9465.5|1860.2198794766|930.10993973831|930.10993973831
1518|1518|1518-3|68|-9612|3|-7744|5208|-3838|-2202|16752.902554483|8376.4512772415|8376.4512772415
1518|1518|1518-4|68|-9612|4|-14791|-12627|-7361.5|-11119.5|15161.797584719|7580.8987923596|7580.8987923596
1518|1518|1518-32|68|-9612|32|2173|-10770|1120.5|-10191|2402.4964099869|1201.2482049935|1201.2482049935
1518|1518|1518-64|68|-9612|64|-3589|-10142|-1760.5|-9877|3695.2062188733|1847.6031094367|1847.6031094367
1518|1518|1518-83|68|-9612|83|-234|-12979|-83|-11295.5|3380.516676486|1690.258338243|1690.258338243
1518|1518|1518-95|68|-9612|95|-2611|-6561|-1271.5|-8086.5|4060.2514700447|2030.1257350223|2030.1257350223
1518|1518|1518-263|68|-9612|263|1206|-10916|637|-10264|1730.7397262442|865.36986312212|865.36986312212
1518|1518|1518-712|68|-9612|712|-1758|-10695|-845|-10153.5|2123.0084785511|1061.5042392756|1061.5042392756
1518|1518|1518-794|68|-9612|794|-2043|-9291|-987.5|-9451.5|2135.2662597437|1067.6331298719|1067.6331298719
1518|1518|1518-999|68|-9612|999|-1595|-8448|-763.5|-9030|2029.8928543152|1014.9464271576|1014.9464271576
1518|1518|1518-1785|68|-9612|1785|155|-11787|111.5|-10699.5|2176.7393045562|1088.3696522781|1088.3696522781
1518|1518|1518-1802|68|-9612|1802|583|-9043|325.5|-9327.5|767.45423316312|383.72711658156|383.72711658156
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1519|1519|1519-4|-21037|-12695|4|-14791|-12627|-17914|-12661|6246.3701459328|3123.1850729664|3123.1850729664
1519|1519|1519-8|-21037|-12695|8|-23412|-1340|-22224.5|-7017.5|11600.717650215|5800.3588251073|5800.3588251073
1519|1519|1519-99|-21037|-12695|99|-22318|-8987|-21677.5|-10841|3923.0377260485|1961.5188630243|1961.5188630243
1519|1519|1519-123|-21037|-12695|123|-20154|-12164|-20595.5|-12429.5|1030.3640133467|515.18200667337|515.18200667337
1519|1519|1519-201|-21037|-12695|201|-22500|-13074|-21768.5|-12884.5|1511.2941474114|755.64707370571|755.64707370571
1519|1519|1519-485|-21037|-12695|485|-20011|-13488|-20524|-13091.5|1296.7362877625|648.36814388124|648.36814388124
1519|1519|1519-1437|-21037|-12695|1437|-21924|-12296|-21480.5|-12495.5|972.60989096348|486.30494548174|486.30494548174
1519|1519|1519-1803|-21037|-12695|1803|-20685|-11864|-20861|-12279.5|902.47714652505|451.23857326253|451.23857326253
1519|1519|1519-2124|-21037|-12695|2124|-21610|-13101|-21323.5|-12898|702.25707543605|351.12853771803|351.12853771803
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1520|1520|1520-2|-4753|-19787|2|1905|-9319|-1424|-14553|12405.965822942|6202.9829114709|6202.9829114709
1520|1520|1520-4|-4753|-19787|4|-14791|-12627|-9772|-16207|12329.924736186|6164.9623680928|6164.9623680928
1520|1520|1520-44|-4753|-19787|44|-2840|-21328|-3796.5|-20557.5|2456.4710460333|1228.2355230167|1228.2355230167
1520|1520|1520-104|-4753|-19787|104|-5739|-19921|-5246|-19854|995.06381704894|497.53190852447|497.53190852447
1520|1520|1520-122|-4753|-19787|122|-3894|-15146|-4323.5|-17466.5|4719.8264798613|2359.9132399307|2359.9132399307
1520|1520|1520-729|-4753|-19787|729|-4758|-20579|-4755.5|-20183|792.01578267103|396.00789133551|396.00789133551
1520|1520|1520-1145|-4753|-19787|1145|-4757|-19522|-4755|-19654.5|265.0301869599|132.51509347995|132.51509347995
1520|1520|1520-1779|-4753|-19787|1779|-3551|-20503|-4152|-20145|1399.0925630565|699.54628152825|699.54628152825
1520|1520|1520-2113|-4753|-19787|2113|-5279|-19917|-5016|-19852|541.82654050905|270.91327025452|270.91327025452
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1521|1521|1521-1|8482|-4662|1|-3421|6409|2530.5|873.5|16255.720531554|8127.8602657772|8127.8602657772
1521|1521|1521-2|8482|-4662|2|1905|-9319|5193.5|-6990.5|8058.8198887927|4029.4099443963|4029.4099443963
1521|1521|1521-5|8482|-4662|5|14269|279|11375.5|-2191.5|7609.3922227731|3804.6961113866|3804.6961113866
1521|1521|1521-12|8482|-4662|12|7017|8662|7749.5|2000|13404.297855539|6702.1489277694|6702.1489277694
1521|1521|1521-13|8482|-4662|13|8938|-12375|8710|-8518.5|7726.4678217152|3863.2339108576|3863.2339108576
1521|1521|1521-134|8482|-4662|134|7174|-2969|7828|-3815.5|2139.4188463225|1069.7094231613|1069.7094231613
1521|1521|1521-147|8482|-4662|147|8655|-6389|8568.5|-5525.5|1735.6433965536|867.82169827678|867.82169827678
1521|1521|1521-183|8482|-4662|183|9685|-2789|9083.5|-3725.5|2226.0588491772|1113.0294245886|1113.0294245886
1521|1521|1521-198|8482|-4662|198|7509|-5726|7995.5|-5194|1441.8130946832|720.90654734161|720.90654734161
1521|1521|1521-423|8482|-4662|423|8263|-4516|8372.5|-4589|263.20524310887|131.60262155444|131.60262155444
1521|1521|1521-2111|8482|-4662|2111|8853|-5139|8667.5|-4900.5|604.29297530254|302.14648765127|302.14648765127
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1522|1522|1522-1|-7551|9728|1|-3421|6409|-5486|8068.5|5298.3639927812|2649.1819963906|2649.1819963906
1522|1522|1522-6|-7551|9728|6|-7163|23056|-7357|16392|13333.64646299|6666.8232314949|6666.8232314949
1522|1522|1522-7|-7551|9728|7|-9453|6428|-8502|8078|3808.884876181|1904.4424380905|1904.4424380905
1522|1522|1522-43|-7551|9728|43|-8204|8671|-7877.5|9199.5|1242.44034062|621.22017031001|621.22017031001
1522|1522|1522-117|-7551|9728|117|-5918|16166|-6734.5|12947|6641.8772195818|3320.9386097909|3320.9386097909
1522|1522|1522-155|-7551|9728|155|-3464|10125|-5507.5|9926.5|4106.2364763856|2053.1182381928|2053.1182381928
1522|1522|1522-171|-7551|9728|171|-8603|10038|-8077|9883|1096.7242132824|548.36210664122|548.36210664122
1522|1522|1522-693|-7551|9728|693|-6963|11239|-7257|10483.5|1621.377500769|810.68875038451|810.68875038451
1522|1522|1522-1079|-7551|9728|1079|-8060|9829|-7805.5|9778.5|518.92388651902|259.46194325951|259.46194325951
1522|1522|1522-1184|-7551|9728|1184|-7998|10064|-7774.5|9896|559.20032188832|279.60016094416|279.60016094416
1522|1522|1522-1435|-7551|9728|1435|-7481|9136|-7516|9432|596.12414814366|298.06207407183|298.06207407183
1522|1522|1522-1675|-7551|9728|1675|-7156|9439|-7353.5|9583.5|489.43436740793|244.71718370396|244.71718370396
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1523|1523|1523-5|20830|-16657|5|14269|279|17549.5|-8189|18162.456249087|9081.2281245435|9081.2281245435
1523|1523|1523-13|20830|-16657|13|8938|-12375|14884|-14516|12639.429892206|6319.7149461032|6319.7149461032
1523|1523|1523-51|20830|-16657|51|20861|-15115|20845.5|-15886|1542.3115768223|771.15578841114|771.15578841114
1523|1523|1523-101|20830|-16657|101|19218|-16666|20024|-16661.5|1612.0251238737|806.01256193685|806.01256193685
1523|1523|1523-191|20830|-16657|191|20519|-18473|20674.5|-17565|1842.4377872808|921.21889364038|921.21889364038
1523|1523|1523-1150|20830|-16657|1150|21657|-15738|21243.5|-16197.5|1236.3211556873|618.16057784365|618.16057784365
1523|1523|1523-1177|20830|-16657|1177|20685|-17110|20757.5|-16883.5|475.64062063705|237.82031031853|237.82031031853
1523|1523|1523-1497|20830|-16657|1497|22260|-16431|21545|-16544|1447.7485969601|723.87429848006|723.87429848006
1523|1523|1523-1988|20830|-16657|1988|20119|-15880|20474.5|-16268.5|1053.2093808925|526.60469044626|526.60469044626
#||||||||||||
