#Cell_Idx|Cell_Z|Cell_X|Master_Idx|Parent_Idx|Tier
#C_Idx|C_Z|C_X|M_Idx|P_Idx|Tier
1808|-6997|-9367|4|172|3
1809|10389|23849|12|74|3
1810|-22775|6248|8|60|3
1811|-16801|-15378|4|90|3
1812|12405|6692|12|162|3
1813|2551|-170|1|96|3
1814|-11343|12820|7|97|3
1815|-7049|-13448|4|16|3
1816|8555|-6117|13|147|3
1817|-3169|9426|1|155|3
1818|8495|-2782|5|183|3
1819|-12848|-18506|4|91|3
1820|20000|-11550|13|221|3
1821|-14106|22582|6|200|3
1822|22443|11355|5|216|3
1823|7196|-11451|13|58|3
1824|-11821|21380|6|164|3
1825|-13057|-4824|9|114|3
1826|19452|-1903|5|71|3
1827|-15955|-13203|4|90|3
1828|-16483|4084|9|214|3
1829|1785|-12550|2|211|3
1830|19491|-11904|13|221|3
1831|19824|-22781|13|42|3
1832|-142|-22605|2|67|3
1833|-11407|6800|7|140|3
1834|15399|14393|12|17|3
1835|-20280|23199|11|202|3
1836|-23483|16110|11|174|3
1837|-2018|-7220|2|95|3
1838|-14607|-16392|4|90|3
1839|4390|16376|10|29|3
1840|11724|17561|12|76|3
1841|1467|4206|1|102|3
1842|19040|11819|12|59|3
1843|3430|13937|10|29|3
1844|7146|5864|12|219|3
1845|23929|20324|12|80|3
1846|9774|11437|12|178|3
1847|2050|-18968|13|75|3
1848|-20923|-63|8|150|3
1849|-14749|6489|9|175|3
1850|-11379|-952|9|144|3
1851|10849|-20781|13|84|3
1852|15432|-17695|13|15|3
1853|6609|4576|12|142|3
1854|-1579|21404|6|25|3
1855|11363|-2227|5|103|3
1856|-3774|-9973|2|64|3
1857|-13287|8392|7|63|3
1858|20139|13477|12|59|3
1859|14702|19208|12|217|3
1860|-9615|23509|6|47|3
1861|9765|20472|12|74|3
1862|8827|-20013|13|120|3
1863|-1117|18318|6|133|3
1864|2125|6533|10|22|3
1865|6352|-12280|13|149|3
1866|13382|5997|5|162|3
1867|22217|13503|5|207|3
1868|2684|-18456|13|75|3
1869|9778|14851|12|79|3
1870|-12243|5936|7|54|3
1871|22474|10414|5|216|3
1872|2753|-13116|2|211|3
1873|449|18619|10|126|3
1874|3046|3492|12|102|3
1875|5350|-18129|13|170|3
1876|7887|20414|10|74|3
1877|-20357|-18190|4|130|3
1878|18471|23750|12|21|3
1879|-5502|-8400|2|172|3
1880|-14737|-19962|4|187|3
1881|14531|19523|12|128|3
1882|-1823|-6603|2|95|3
1883|9622|5351|12|26|3
1884|-7003|-20475|4|104|3
1885|-8736|-21910|4|182|3
1886|-12983|-21808|4|70|3
1887|12176|-21112|13|190|3
1888|18959|20182|12|112|3
1889|3138|-12995|2|211|3
1890|23559|1087|5|82|3
1891|-11821|-21804|4|70|3
1892|-13754|167|9|105|3
1893|-12688|21453|6|45|3
1894|-12532|-17918|4|91|3
1895|16384|1664|5|36|3
1896|-19604|-7945|4|136|3
1897|-11266|540|9|144|3
1898|-13878|7360|9|175|3
1899|-12547|-8110|4|165|3
1900|22289|-21099|13|94|3
1901|3903|6143|12|22|3
1902|1920|22885|6|177|3
1903|19951|-6722|5|181|3
1904|-6029|7682|1|43|3
1905|11349|-19945|13|190|3
1906|-11585|11189|7|97|3
1907|-16390|-23249|4|187|3
1908|-23676|18999|11|174|3
1909|21123|9219|5|216|3
1910|-15529|-10179|4|53|3
1911|2674|-3725|2|19|3
1912|6335|-19278|13|120|3
1913|11988|-15372|13|195|3
1914|1875|-552|1|151|3
1915|-12308|-10456|4|53|3
1916|-11|18154|10|48|3
1917|-19661|-5909|8|136|3
1918|3537|23599|6|177|3
1919|11038|3319|5|193|3
1920|-20332|3799|8|150|3
1921|-18253|-18932|4|89|3
1922|-17418|-23068|4|187|3
1923|21255|6525|5|107|3
1924|23622|11474|5|216|3
1925|-6665|7777|3|43|3
1926|12909|19179|12|76|3
1927|14660|14255|12|109|3
1928|16504|-19635|13|65|3
1929|23193|14627|5|207|3
1930|-19118|23347|11|202|3
1931|-23716|3879|8|60|3
1932|-10396|-9890|4|165|3
1933|15417|-4218|5|141|3
1934|-9075|15430|6|158|3
1935|1194|21371|6|159|3
1936|-12030|-1810|9|157|3
1937|-7225|-9903|4|172|3
1938|-220|9019|10|188|3
1939|-18597|-22895|4|187|3
1940|-2259|-10409|2|64|3
1941|-8754|-2194|3|215|3
1942|-23970|-12961|4|201|3
1943|-14577|-4361|9|114|3
1944|-3156|-4802|2|88|3
1945|10006|-18369|13|190|3
1946|19148|13234|12|59|3
1947|17900|-5184|5|181|3
1948|-17789|10470|9|204|3
1949|19756|-6442|5|181|3
1950|-20371|-1436|8|213|3
1951|19434|-8895|5|35|3
1952|3230|4555|12|102|3
1953|-5406|19130|6|25|3
1954|1065|16663|10|48|3
1955|-10783|-2105|9|157|3
1956|17872|-20636|13|42|3
1957|-5412|-1367|3|146|3
1958|12358|6743|12|162|3
1959|22909|15800|12|92|3
1960|15242|-23307|13|27|3
1961|2942|-19748|13|143|3
1962|-18843|245|8|213|3
1963|23907|-5023|5|181|3
1964|21528|23261|12|21|3
1965|7318|15092|12|79|3
1966|6449|-11189|13|58|3
1967|22382|-5432|5|181|3
1968|8577|3161|12|193|3
1969|-20752|20117|11|98|3
1970|-8753|10920|7|171|3
1971|13501|-12134|13|195|3
1972|-22291|14972|11|180|3
1973|4729|10360|12|119|3
1974|-19109|13825|11|180|3
1975|-17675|22238|11|202|3
1976|-10255|-1597|9|144|3
1977|-10869|-7523|4|165|3
1978|-8047|21892|6|47|3
1979|-6604|17912|6|184|3
1980|-7723|9057|7|43|3
1981|-13256|7750|7|175|3
1982|-14234|4881|9|175|3
1983|-4033|-17488|2|122|3
1984|1325|6274|10|22|3
1985|-10125|-14124|4|39|3
1986|16927|-4265|5|181|3
1987|-6917|5351|3|93|3
1988|20119|-15880|13|51|3
1989|13100|17222|12|110|3
1990|-17062|-21483|4|187|3
1991|9032|-23766|13|127|3
1992|-14146|9157|7|63|3
1993|4983|-19289|13|143|3
1994|-9173|-13276|4|39|3
1995|-15831|23202|11|173|3
1996|-12270|23177|6|200|3
1997|-14907|-1969|9|166|3
1998|-13123|-18470|4|91|3
1999|-3835|2973|1|93|3
2000|22289|937|5|82|3
2001|22497|-19559|13|176|3
2002|23540|1618|5|82|3
2003|-2403|-6500|2|95|3
2004|8644|12354|12|178|3
2005|-6589|-16375|4|122|3
2006|-17725|14975|11|180|3
2007|-23520|23317|11|174|3
2008|22753|-3615|5|71|3
2009|-4647|4775|1|93|3
2010|-18188|8691|9|204|3
2011|-11025|-15096|4|39|3
2012|-19246|-20876|4|89|3
2013|-13511|12720|7|167|3
2014|10724|20019|12|124|3
2015|1451|-4268|2|125|3
2016|5620|-20454|13|143|3
2017|7271|7595|12|33|3
2018|-1461|-1592|1|163|3
2019|12700|15516|12|110|3
2020|-6812|18767|6|184|3
2021|-8619|1520|3|93|3
2022|15648|15238|12|17|3
2023|15740|-5320|5|141|3
2024|18068|-15690|13|101|3
2025|15824|-18582|13|15|3
2026|-2270|-22594|2|44|3
2027|-6667|2399|3|93|3
2028|7333|-5764|2|198|3
2029|-4783|2781|3|93|3
2030|-10350|-11343|4|14|3
2031|-15382|-18051|4|187|3
2032|-13936|-14299|4|90|3
2033|-7636|14846|6|158|3
2034|-7359|17860|6|184|3
2035|5713|5040|12|142|3
2036|-22594|19006|11|174|3
2037|2743|995|1|156|3
2038|-2485|-10430|2|64|3
2039|2195|-21365|13|194|3
2040|21365|-11975|13|221|3
2041|18679|18676|12|112|3
2042|1460|41|1|151|3
2043|7367|13007|12|186|3
2044|16122|-2327|5|78|3
2045|10580|-18416|13|190|3
2046|-15019|11643|7|167|3
2047|-20875|-15690|4|100|3
2048|7659|-13371|13|149|3
2049|-19484|-9967|4|116|3
2050|5180|16604|10|61|3
2051|-12746|15548|6|145|3
2052|-23295|6234|8|60|3
2053|-8274|2261|3|93|3
2054|-13766|18850|6|197|3
2055|-8071|7099|7|43|3
2056|-18160|-15306|4|123|3
2057|23252|-3623|5|71|3
2058|-261|-13145|2|83|3
2059|-23178|4089|8|60|3
2060|142|19770|6|126|3
2061|10475|17517|12|124|3
2062|-23684|4100|8|60|3
2063|-14428|-10306|4|53|3
2064|-11867|-971|9|144|3
2065|3597|15980|10|29|3
2066|-115|-1304|2|163|3
2067|7290|1991|12|142|3
2068|-11438|20016|6|164|3
2069|-18460|20374|11|98|3
2070|2372|1834|1|156|3
2071|2216|-8702|2|32|3
2072|5929|-13190|13|149|3
2073|-21666|4138|8|60|3
2074|-14253|570|9|105|3
2075|-12311|-18429|4|91|3
2076|-22155|-13400|4|201|3
2077|-3611|-8360|2|64|3
2078|21306|-11421|13|221|3
2079|1267|13803|10|138|3
2080|995|-14062|2|111|3
2081|15769|-1994|5|78|3
2082|-11915|-1483|9|144|3
2083|12624|-20849|13|190|3
2084|4405|17891|10|61|3
2085|15732|7600|5|68|3
2086|18755|-16394|13|101|3
2087|-5726|7647|1|43|3
2088|-23340|-3957|8|192|3
2089|20125|-4363|5|181|3
2090|11374|-17486|13|190|3
2091|-21768|15947|11|180|3
2092|-3656|16394|6|117|3
2093|-22834|4091|8|60|3
2094|-15349|-8125|4|53|3
2095|3742|-22738|13|194|3
2096|-3375|-905|1|146|3
2097|-17272|-20539|4|187|3
2098|15433|-10717|13|135|3
2099|7872|4153|12|193|3
2100|-10681|-8734|4|165|3
2101|1132|-7692|2|32|3
2102|22336|19531|12|80|3
2103|-13774|2230|9|214|3
2104|21546|14109|12|92|3
2105|228|-7635|2|95|3
2106|19852|15393|12|92|3
2107|-13582|-13574|4|90|3
2108|7922|17070|12|154|3
2109|-19550|-15843|4|100|3
2110|-13807|18382|6|197|3
2111|8853|-5139|13|147|3
2112|16223|10420|12|179|3
2113|-5279|-19917|4|104|3
2114|-6351|-7339|2|209|3
2115|-19359|18915|11|98|3
2116|8467|-2922|5|183|3
2117|4407|5015|12|22|3
2118|-17241|21197|11|98|3
2119|20871|8930|5|73|3
2120|15809|-21885|13|27|3
2121|6974|18723|10|61|3
2122|14908|-11912|13|135|3
2123|-7191|4390|3|93|3
2124|-21610|-13101|4|201|3
2125|2673|16888|10|48|3
2126|22949|-14064|13|77|3
2127|14370|-21105|13|206|3
2128|17339|19801|12|217|3
2129|598|22488|6|177|3
2130|14436|1213|5|36|3
2131|-10613|10040|7|115|3
2132|1777|13272|10|18|3
2133|-2593|-17608|2|122|3
2134|6006|-3895|2|134|3
2135|-10809|-23118|4|205|3
2136|-15220|5294|9|175|3
2137|-2728|-3133|2|146|3
2138|18535|1196|5|131|3
2139|-11292|-22789|4|205|3
2140|-17110|4388|9|214|3
2141|20157|-21568|13|176|3
2142|5544|-2548|2|19|3
2143|1414|-14055|2|111|3
2144|-23063|17834|11|174|3
2145|16001|19833|12|217|3
2146|-8025|21311|6|47|3
2147|-20797|19175|11|98|3
2148|9039|7373|12|40|3
2149|-4740|-16635|2|122|3
2150|-11777|-19346|4|91|3
2151|-21541|19791|11|174|3
2152|-11108|-524|9|144|3
2153|3181|16418|10|48|3
2154|-14716|-11810|4|90|3
2155|1365|-22428|13|67|3
2156|-19417|2808|9|150|3
2157|11527|-8790|13|212|3
2158|-10620|5557|7|54|3
2159|11966|-22402|13|153|3
2160|-17153|-12515|4|116|3
2161|5477|-15210|13|170|3
2162|9990|-1607|5|103|3
2163|16025|-20465|13|65|3
2164|18024|11731|12|59|3
2165|17131|4045|5|36|3
2166|-1878|-8630|2|95|3
2167|-20791|-15016|4|100|3
2168|-17301|-769|9|213|3
2169|11065|9332|12|66|3
2170|6448|17379|10|61|3
2171|4951|8067|12|137|3
2172|-14588|-21920|4|70|3
2173|4311|2080|12|102|3
2174|-11929|3522|9|50|3
2175|21993|9549|5|216|3
2176|-5721|20637|6|49|3
2177|14027|-16560|13|15|3
2178|-17579|-23513|4|187|3
2179|6884|5958|12|40|3
2180|22228|12352|5|207|3
2181|-10663|20918|6|210|3
2182|13134|22198|12|128|3
2183|-18436|13198|9|180|3
2184|23557|-20930|13|94|3
2185|23945|10712|5|216|3
2186|-21379|7264|9|72|3
2187|-2496|3780|1|55|3
2188|1134|-430|1|151|3
2189|-7761|5337|3|93|3
2190|-7076|-21167|4|104|3
2191|15640|6070|5|68|3
2192|3769|-22983|13|194|3
2193|17175|5823|5|169|3
2194|-2750|2964|1|55|3
2195|15677|21512|12|128|3
2196|-6420|-15827|4|122|3
2197|-12343|-21675|4|70|3
2198|11758|12287|12|20|3
2199|-15501|4446|9|214|3
2200|23612|2556|5|82|3
2201|21352|12038|5|59|3
2202|-5603|3486|3|93|3
2203|1016|19214|10|126|3
2204|22266|19014|12|80|3
2205|-18955|2888|9|150|3
2206|2943|-14691|2|24|3
2207|888|5053|1|22|3
2208|10964|-19111|13|190|3
2209|-16651|4152|9|214|3
2210|-3223|18260|6|25|3
2211|-19835|-14004|4|123|3
2212|-17027|-4901|8|166|3
2213|-19148|-14794|4|123|3
2214|5617|13236|12|186|3
2215|11131|-18723|13|190|3
2216|-16838|18539|11|98|3
2217|18670|2276|5|131|3
2218|4872|13611|10|29|3
2219|717|9840|10|188|3
2220|-19668|19281|11|98|3
2221|17313|4116|5|169|3
2222|2648|10071|10|188|3
2223|17637|-12636|13|135|3
2224|-7609|-934|3|215|3
2225|12722|11386|12|20|3
2226|21124|23887|12|21|3
2227|-8360|14263|7|158|3
2228|-11302|5814|7|54|3
2229|-221|744|1|55|3
2230|10929|-17239|13|190|3
2231|-6043|9270|1|43|3
2232|5760|5381|12|33|3
2233|22571|-4611|5|181|3
2234|-5397|2214|3|93|3
2235|12294|-5991|5|106|3
2236|-2248|23289|6|25|3
2237|-4552|-14740|2|122|3
2238|8622|7703|12|40|3
2239|-15748|-3781|9|166|3
2240|23689|-19115|13|94|3
2241|-15274|-19926|4|187|3
2242|21573|15180|12|92|3
2243|5190|16728|10|61|3
2244|7314|-14740|13|121|3
2245|-9913|5492|7|140|3
2246|6118|16512|10|61|3
2247|-8889|1519|3|93|3
2248|20887|12677|5|59|3
2249|10663|-10050|13|212|3
2250|-3563|-15886|2|122|3
2251|-1403|-13348|2|83|3
2252|18601|2521|5|36|3
2253|14776|-22577|13|206|3
2254|-1707|-4610|2|88|3
2255|-22930|10694|9|160|3
2256|-142|10002|10|185|3
2257|20131|-399|5|23|3
2258|-11411|-11296|4|31|3
2259|2363|-2878|2|19|3
2260|5397|-22040|13|143|3
2261|-2808|-13579|2|37|3
2262|-14052|9927|7|63|3
2263|6341|-3431|2|134|3
2264|7210|-22052|13|28|3
2265|-3547|-3323|2|146|3
2266|-20405|-7794|8|152|3
2267|-10363|11837|7|97|3
2268|15973|-1676|5|78|3
2269|-13423|-22061|4|70|3
2270|-8988|-15876|4|39|3
2271|-17343|12879|7|180|3
2272|12327|-7940|13|106|3
2273|16858|-8857|13|35|3
2274|-16906|8714|9|63|3
2275|-7485|19037|6|184|3
2276|-10980|-16682|4|108|3
2277|7138|-7905|13|52|3
2278|-2350|6502|1|155|3
2279|14771|11516|12|199|3
2280|5964|-10210|13|218|3
2281|-15327|-12267|4|90|3
2282|-6031|15390|6|117|3
2283|1233|6605|10|22|3
2284|3618|14204|10|29|3
2285|15067|-250|5|78|3
2286|3290|-15423|2|24|3
2287|-1421|-14291|2|83|3
2288|19641|583|5|131|3
2289|5815|20690|10|69|3
2290|23332|-10183|5|203|3
2291|2282|1292|1|156|3
2292|17103|-1220|5|131|3
2293|6668|2974|12|142|3
2294|23221|-15247|13|77|3
2295|22042|22457|12|21|3
2296|18275|-23949|13|42|3
2297|-20944|-22463|4|130|3
2298|-6730|-2695|3|87|3
2299|-23435|-18793|4|130|3
2300|-12096|19583|6|164|3
2301|15359|-17160|13|15|3
2302|-2182|13718|10|185|3
2303|-4780|14429|10|117|3
2304|22009|-6672|5|203|3
2305|19879|21407|12|21|3
2306|-15158|-17412|4|187|3
2307|-408|-6909|2|95|3
2308|-15452|-6715|4|114|3
2309|22878|18178|12|80|3
2310|7473|14143|12|186|3
2311|5052|6540|12|33|3
2312|1329|16043|10|48|3
2313|5397|-3944|2|19|3
2314|-15778|-17600|4|89|3
2315|8086|-10425|13|58|3
2316|-4935|-14256|2|122|3
2317|19563|-17596|13|101|3
2318|14113|4570|5|162|3
2319|-15691|10030|7|63|3
2320|-21282|-15515|4|100|3
2321|22968|-12177|13|77|3
2322|11728|13043|12|20|3
2323|6145|7359|12|33|3
2324|-23255|22737|11|174|3
2325|-7902|-16518|4|108|3
2326|13402|-5913|5|141|3
2327|842|-2202|2|125|3
2328|5639|17622|10|61|3
2329|-10718|5265|7|54|3
2330|19641|6984|5|38|3
2331|23826|21438|12|21|3
2332|-12627|-16487|4|39|3
2333|8945|4665|12|193|3
2334|19291|-10846|13|221|3
2335|3785|16988|10|48|3
2336|-10448|21518|6|210|3
2337|11623|-9541|13|212|3
2338|3124|23845|6|177|3
2339|-11911|-1162|9|144|3
2340|18101|21038|12|217|3
2341|19497|18313|12|80|3
2342|-8038|-12816|4|16|3
2343|-1048|22610|6|177|3
2344|-19884|-16157|4|100|3
2345|-8313|20437|6|168|3
2346|-6643|-89|3|93|3
2347|7620|22306|10|74|3
2348|-21272|18321|11|98|3
2349|10030|-12062|13|85|3
2350|14811|10959|12|199|3
2351|18501|-21390|13|42|3
2352|743|10840|10|138|3
2353|-627|-18245|2|75|3
2354|3341|-19462|13|143|3
2355|-14286|16421|6|145|3
2356|7986|-12226|13|58|3
2357|-18813|-3889|8|213|3
2358|16780|-10727|13|135|3
2359|4646|-9099|2|218|3
2360|-22476|-12626|4|201|3
2361|-13448|20663|6|45|3
2362|6958|8809|12|41|3
2363|-17114|3109|9|214|3
2364|-10029|17777|6|158|3
2365|15480|2520|5|36|3
2366|9145|10464|12|178|3
2367|-5553|21573|6|49|3
2368|-19722|8056|9|72|3
2369|-18932|767|8|150|3
2370|18036|21365|12|21|3
2371|-6957|-16021|4|122|3
2372|-22972|11370|9|160|3
2373|5775|3800|12|142|3
2374|-10885|-12533|4|113|3
2375|4553|3668|12|102|3
2376|9785|-18003|13|190|3
2377|-16418|21840|11|173|3
2378|-7994|1863|3|93|3
2379|597|10830|10|138|3
2380|7831|-22762|13|127|3
2381|21629|20311|12|80|3
2382|-3711|-6475|2|209|3
2383|20924|10904|5|59|3
2384|23158|1811|5|82|3
2385|6786|461|5|86|3
2386|-8096|-21862|4|182|3
2387|-6278|9887|1|43|3
2388|18626|-1954|5|131|3
2389|22840|5611|5|107|3
2390|15333|-11126|13|135|3
2391|-3165|-21142|2|44|3
2392|22255|-7643|5|203|3
2393|16626|4309|5|169|3
2394|16973|-14668|13|189|3
2395|11023|2193|5|193|3
2396|-15871|12751|7|180|3
2397|-4764|-21014|4|104|3
2398|-9170|6098|7|140|3
2399|-19720|21167|11|98|3
2400|7197|9664|12|41|3
2401|-6553|15400|6|117|3
2402|93|7103|1|22|3
2403|-18493|-23698|4|187|3
2404|-8638|14795|6|158|3
2405|14101|-19821|13|65|3
2406|9252|8470|12|66|3
2407|-6437|-1213|3|87|3
2408|-16878|605|9|213|3
2409|17660|-14031|13|189|3
2410|18126|-15055|13|189|3
2411|-12851|16457|6|145|3
2412|2139|6937|10|22|3
2413|-8678|-19313|4|108|3
2414|7714|1743|5|142|3
2415|-14988|-7164|4|114|3
2416|-7268|1133|3|93|3
2417|15221|9973|12|179|3
2418|14394|20101|12|128|3
2419|-9434|-18347|4|108|3
2420|22088|-21164|13|94|3
2421|18920|18857|12|112|3
2422|12030|935|5|103|3
2423|13367|-12157|13|195|3
2424|13788|-4588|5|141|3
2425|9106|3257|12|193|3
2426|4223|22849|6|177|3
2427|1218|9138|10|188|3
2428|6624|16901|10|61|3
2429|-20270|19461|11|98|3
2430|-22281|6679|8|72|3
2431|22175|-15405|13|51|3
#
